book_id,books_count,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,Ratings_Dist
763362,86,9780688014290.0,"Kenneth H. Blanchard, Spencer Johnson",1981,The One Minute Manager,eng,3.85,70241,1858,4985,18226,23831,23285,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
42697,79,9780553258480.0,Leon Uris,1958,Exodus,eng,4.33,77258,458,1544,10026,26245,40823,https://images.gr-assets.com/books/1359742531m/42697.jpg,Between 4-5
77163,30,9780684844770.0,Ursula Hegi,1994,Stones from the River,eng,4.07,80056,1355,3708,15019,29243,31959,https://images.gr-assets.com/books/1366513909m/77163.jpg,Between 4-5
2052,238,9780394758280.0,Raymond Chandler,1939,The Big Sleep,eng,4.04,84489,1521,4056,17190,34743,33142,https://images.gr-assets.com/books/1371584712m/2052.jpg,Between 4-5
4799,155,9780142000690.0,John Steinbeck,1945,Cannery Row ,eng,4.02,81598,851,3520,18946,35153,30071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
11230081,32,9780446585030.0,Ellen DeGeneres,2011,Seriously...I'm Kidding,eng,3.72,74358,2961,8032,21234,23345,24114,https://images.gr-assets.com/books/1441195131m/11230081.jpg,Between 3-4
65119,83,9780439272640.0,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,eng,3.83,101325,1298,7142,31785,37268,31516,https://images.gr-assets.com/books/1352146209m/65119.jpg,Between 3-4
11250053,57,9780316175680.0,Eowyn Ivey,2012,The Snow Child,eng,3.95,72328,1238,3845,18320,36287,25332,https://images.gr-assets.com/books/1327098624m/11250053.jpg,Between 3-4
17314430,42,2940016231920.0,"J. Lynn, Jennifer L. Armentrout",2013,Wait for You,eng,4.19,106236,1772,3824,16957,40784,51887,https://images.gr-assets.com/books/1363819713m/17314430.jpg,Between 4-5
3293821,81,9780810970690.0,Jeff Kinney,2009,The Last Straw,eng,4.11,82518,1705,4602,16436,23834,40446,https://images.gr-assets.com/books/1350396036m/3293821.jpg,Between 4-5
48757,67,9781405204260.0,"Benjamin Hoff, Ernest H. Shepard",1982,The Tao of Pooh,eng,4.01,69975,1341,3865,16342,27011,29138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
13047090,44,9781620610110.0,Jennifer L. Armentrout,2012,Onyx,eng,4.33,111448,1174,3166,14340,36807,63868,https://images.gr-assets.com/books/1329408511m/13047090.jpg,Between 4-5
13104080,45,9780062085540.0,Tahereh Mafi,2013,"Unravel Me (Shatter Me, #2)",eng,4.28,109183,1764,3826,14757,36003,60497,https://images.gr-assets.com/books/1340287622m/13104080.jpg,Between 4-5
28078,65,9780812968970.0,Sarah Dunant,2003,The Birth of Venus,eng,3.79,78129,1743,5465,22050,29609,21122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
114954,100,9781423104000.0,Eoin Colfer,2005,The Opal Deception,eng,4.04,95638,1019,3646,21890,38429,36331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
25074850,111,9780385354290.0,David Lagercrantz,2015,Det som inte dödar oss,eng,3.73,53751,1850,5662,22883,33656,17809,https://images.gr-assets.com/books/1427843648m/25074850.jpg,Between 3-4
179064,34,9781582349910.0,Shannon Hale,2003,The Goose Girl,eng,4.18,92952,1726,3198,14755,33819,43515,https://images.gr-assets.com/books/1330728389m/179064.jpg,Between 4-5
21671,97,9780060584760.0,Dennis Lehane,2001,Mystic River,eng,4.19,86103,943,2406,13458,36410,38031,https://images.gr-assets.com/books/1407109549m/21671.jpg,Between 4-5
62446,927,9780451528350.0,Mark Twain,1881,The Prince and the Pauper,eng,3.84,84682,1053,5031,26289,33530,24680,https://images.gr-assets.com/books/1376406798m/62446.jpg,Between 3-4
16690,105,9780340837950.0,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,eng,4.17,80366,877,2892,14617,30401,37878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
6642715,85,9780670021450.0,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010,The Forty Rules of Love,eng,4.17,35283,2119,3582,10129,21560,35884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
6423,54,9780330371230.0,Janet Evanovich,1999,High Five,eng,4.17,92737,234,1715,18880,40111,40222,https://images.gr-assets.com/books/1270849101m/6423.jpg,Between 4-5
13596166,82,9781781162640.0,Stephen King,2013,Joyland,eng,3.9,75018,1349,4135,19027,34328,23382,https://images.gr-assets.com/books/1348154483m/13596166.jpg,Between 3-4
13154150,30,9781612620240.0,"Hajime Isayama, Sheldon Drzka",2010,進撃の巨人 1,eng,4.42,82565,1497,2163,8125,19796,52780,https://images.gr-assets.com/books/1432712438m/13154150.jpg,Between 4-5
46164,406,9780684801540.0,F. Scott Fitzgerald,1933,Tender Is the Night,eng,3.83,79008,1719,5896,22117,32814,24222,https://images.gr-assets.com/books/1438797669m/46164.jpg,Between 3-4
92517,70,9780811214050.0,Tennessee Williams,1945,The Glass Menagerie,eng,3.67,90032,2327,8897,27637,32344,21950,https://images.gr-assets.com/books/1391591003m/92517.jpg,Between 3-4
13586707,9,9781609450790.0,"Elena Ferrante, Ann Goldstein",2011,L'amica geniale,eng,3.88,64637,2191,5663,19003,34930,26646,https://images.gr-assets.com/books/1343064947m/13586707.jpg,Between 3-4
368593,106,9780307353140.0,Timothy Ferriss,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",eng,3.84,66129,2637,6377,18156,25731,25884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
43877,138,9780062515670.0,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,eng,3.77,52031,2900,5582,14980,22014,20001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
10054335,49,9780670022690.0,Amor Towles,2011,Rules of Civility,eng,3.99,75541,1044,3843,17133,36063,27049,https://images.gr-assets.com/books/1311705045m/10054335.jpg,Between 3-4
61179,89,9780575077030.0,Larry Niven,1970,Ringworld,eng,3.96,76925,1172,4609,18536,30483,27761,https://images.gr-assets.com/books/1408793358m/61179.jpg,Between 3-4
7824322,89,9780399254120.0,Ruta Sepetys,2011,Between Shades of Gray,eng,4.36,87718,885,1911,10720,34578,53192,https://images.gr-assets.com/books/1327873479m/7824322.jpg,Between 4-5
439173,49,9780689818770.0,"Andrew Clements, Brian Selznick",1996,Frindle,eng,3.79,83351,2530,7349,22318,25470,26829,https://images.gr-assets.com/books/1344395824m/439173.jpg,Between 3-4
6578293,84,9780810983920.0,Jeff Kinney,2009,Dog Days,eng,4.14,78592,1691,4157,14900,22681,39557,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
13602426,43,9780062065250.0,Louise Erdrich,2012,The Round House,eng,3.91,67928,1240,4085,16752,32262,21797,https://images.gr-assets.com/books/1352999408m/13602426.jpg,Between 3-4
18130,66,9780440487620.0,Madeleine L'Engle,1973,A Wind in the Door,eng,4.07,87277,1318,3499,18357,34396,36202,https://images.gr-assets.com/books/1327464177m/18130.jpg,Between 4-5
13615258,10,9780062237420.0,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,eng,4.18,81621,1258,3843,15265,25378,42350,https://images.gr-assets.com/books/1399503802m/13615258.jpg,Between 4-5
22822858,55,9780385539260.0,Hanya Yanagihara,2015,A Little Life,eng,4.27,66782,2540,3792,9264,22287,47661,https://images.gr-assets.com/books/1446469353m/22822858.jpg,Between 4-5
156534,19,9781563899800.0,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,"Y: The Last Man, Vol. 1: Unmanned",eng,4.12,81326,2462,3478,12272,27613,36490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
10803121,45,9780765330420.0,Brandon Sanderson,2011,The Alloy of Law,eng,4.2,72185,271,1652,12408,36754,33812,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
60792,87,9780345452010.0,"Anne Tyler, Jennifer Bassett",1985,The Accidental Tourist,eng,3.9,80075,1069,4354,20299,32505,24037,https://images.gr-assets.com/books/1502220282m/60792.jpg,Between 3-4
17184,941,9780451528520.0,H.G. Wells,1897,The Invisible Man,eng,3.62,84778,1620,8318,33136,34502,18141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
1428,25,9780061122100.0,Paul Coelho,1994,Na margem do rio Piedra eu sentei e chorei,eng,3.57,62106,3569,8464,20303,21049,17440,https://images.gr-assets.com/books/1466877798m/1428.jpg,Between 3-4
62111,553,9781402726030.0,"Johann David Wyss, Scott McKowen, Arthur Pober",1812,Der Schweizerische Robinson,eng,3.92,78355,1516,4885,20991,28531,28554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
13486122,50,9781937044960.0,Jennifer Probst,2012,The Marriage Bargain,eng,3.81,91630,2260,6830,25972,34389,28138,https://images.gr-assets.com/books/1329319988m/13486122.jpg,Between 3-4
77390,203,9780553213140.0,L.M. Montgomery,1909,Anne of Avonlea,eng,4.21,99918,736,2515,17508,39849,47537,https://images.gr-assets.com/books/1305545757m/77390.jpg,Between 4-5
824204,90,9780448405210.0,"Watty Piper, Doris Hauman, George Hauman",1930,The Little Engine That Could,eng,4.15,82102,1585,4152,15526,21390,40835,https://images.gr-assets.com/books/1352736875m/824204.jpg,Between 4-5
16176440,59,9780399162090.0,Karen Joy Fowler,2013,We Are All Completely Beside Ourselves,eng,3.71,59973,2104,6350,20852,30962,17582,https://images.gr-assets.com/books/1364850195m/16176440.jpg,Between 3-4
31360,52,9780765304740.0,Orson Scott Card,1996,Children of the Mind,eng,3.74,74517,1630,6726,23486,29071,20462,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
338798,842,9780679722760.0,James Joyce,1922,Ulysses,eng,3.74,76791,6976,8093,17457,22201,31757,https://images.gr-assets.com/books/1428891345m/338798.jpg,Between 3-4
816953,40,9780142401770.0,Sarah Dessen,1998,Someone Like You,eng,3.94,84358,1183,5249,21809,27952,30485,https://images.gr-assets.com/books/1336001301m/816953.jpg,Between 3-4
3273,20,9780312304360.0,Alan Brennert,2003,Moloka'i,eng,4.15,75307,815,2666,12907,32048,32877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
11901,68,9780099471420.0,Anne Rice,1990,The Witching Hour,eng,4.1,79824,1837,4549,15324,27118,39093,https://images.gr-assets.com/books/1327289387m/11901.jpg,Between 4-5
17309,40,9781581345280.0,Frank E. Peretti,1986,This Present Darkness,eng,4.24,71815,1574,2825,10154,21084,38433,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
24612118,50,9781594634480.0,Lauren Groff,2015,Fates and Furies,eng,3.56,66085,3942,8645,21297,27975,15926,https://images.gr-assets.com/books/1434750235m/24612118.jpg,Between 3-4
138959,88,9780064400560.0,E.B. White,1945,Stuart Little,eng,3.88,89033,1571,5851,23885,29647,29520,https://images.gr-assets.com/books/1347367311m/138959.jpg,Between 3-4
46654,78,9780380508560.0,Isaac Asimov,1953,The Foundation Trilogy,eng,4.39,72311,444,1409,8322,23209,41827,https://images.gr-assets.com/books/1316412178m/46654.jpg,Between 4-5
771,75,9780375708110.0,Brian Greene,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",eng,4.06,32626,1482,2773,12304,26557,26414,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
131123,75,9780064408640.0,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,eng,3.97,99311,1005,4992,25048,37595,34756,https://images.gr-assets.com/books/1320706187m/131123.jpg,Between 3-4
6424,70,9780312980150.0,Janet Evanovich,2001,Seven Up,eng,4.15,94506,243,1819,19146,38698,38800,https://images.gr-assets.com/books/1311720512m/6424.jpg,Between 4-5
91479,42,9780451459400.0,Jim Butcher,2003,Death Masks,eng,4.32,83664,125,812,11099,37096,41732,https://images.gr-assets.com/books/1345557713m/91479.jpg,Between 4-5
786256,39,9780152802170.0,Janell Cannon,1993,Stellaluna,eng,4.22,87423,1330,3298,14442,24455,44878,https://images.gr-assets.com/books/1275583521m/786256.jpg,Between 4-5
902715,66,9780575077880.0,Joe Abercrombie,2007,Before They Are Hanged,eng,4.27,68865,462,1479,9236,32187,34551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
898885,48,9780345494990.0,Nancy Horan,2007,Loving Frank,eng,3.73,72734,1811,6127,20667,31566,17662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
6425,57,9780312983860.0,"Janet Evanovich, Lorelei King",2002,Hard Eight,eng,4.17,93057,252,1930,18305,37742,39221,https://images.gr-assets.com/books/1479699438m/6425.jpg,Between 4-5
150037,62,9780060566230.0,"Lemony Snicket, Brett Helquist",2001,The Vile Village,eng,3.94,89733,1165,4930,24324,33902,31470,https://images.gr-assets.com/books/1352066958m/150037.jpg,Between 3-4
67920,36,9780446359400.0,Flora Rheta Schreiber,1973,Sybil,eng,3.99,72493,1086,3345,16767,26328,26329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
55030,93,9780375508320.0,Carl Sagan,1980,Cosmos,eng,4.35,76440,1403,2044,8926,22885,45764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
22288,60,9781400032820.0,Chuck Palahniuk,2005,Haunted: A Novel of Stories,eng,3.59,68861,3632,8551,20095,22184,18091,https://images.gr-assets.com/books/1391152326m/22288.jpg,Between 3-4
37095,98,9780517222850.0,Rosamunde Pilcher,1987,The Shell Seekers,eng,4.13,73573,1035,3074,14363,25457,33777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
4952,53,9781932416640.0,Dave Eggers,2006,What Is the What: The Autobiography of Valentino Achak Deng,eng,4.16,59333,684,2128,9938,25665,26325,https://images.gr-assets.com/books/1328837457m/4952.jpg,Between 4-5
23878,269,9781400034710.0,Gabriel García Márquez,1981,Crónica de una muerte anunciada,eng,3.95,56200,955,4077,18369,33190,25062,https://images.gr-assets.com/books/1430736599m/23878.jpg,Between 3-4
10587120,21,9780805093070.0,"Bill O'Reilly, Martin Dugard",2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,eng,4.02,71868,3032,3067,12962,28216,29392,https://images.gr-assets.com/books/1317793681m/10587120.jpg,Between 4-5
17262100,65,9780307265750.0,Jhumpa Lahiri,2013,The Lowland,eng,3.82,62231,1356,4113,16972,30069,16758,https://images.gr-assets.com/books/1366930267m/17262100.jpg,Between 3-4
60400,89,9780142406630.0,John Flanagan,2004,The Ruins of Gorlan,eng,4.2,83085,1319,3020,14065,30897,42268,https://images.gr-assets.com/books/1293952830m/60400.jpg,Between 4-5
5152478,56,9780670011100.0,Laurie Halse Anderson,2009,Wintergirls,eng,3.98,87665,2390,5689,18550,29809,35608,https://images.gr-assets.com/books/1346343878m/5152478.jpg,Between 3-4
45112,84,9780553565690.0,Robin Hobb,1997,Assassin's Quest,eng,4.18,67125,846,3016,12847,29868,36122,https://images.gr-assets.com/books/1399584431m/45112.jpg,Between 4-5
228296,146,9780451194010.0,Ira Levin,1967,Rosemary's Baby,eng,3.96,78766,1458,4285,19367,30332,29133,https://images.gr-assets.com/books/1327878603m/228296.jpg,Between 3-4
59219,130,9780375507780.0,Stephen King,1984,The Talisman,eng,4.12,79508,1188,4149,15834,27743,38383,https://images.gr-assets.com/books/1170530286m/59219.jpg,Between 4-5
140974,59,9780812550290.0,Robert Jordan,1998,The Path of Daggers,eng,3.9,74815,1130,5454,20796,27930,26819,https://images.gr-assets.com/books/1390508613m/140974.jpg,Between 3-4
412732,113,9780140042530.0,Jack Kerouac,1958,The Dharma Bums,eng,3.94,62454,1290,4017,15055,24541,22762,https://images.gr-assets.com/books/1428986082m/412732.jpg,Between 3-4
6468666,39,9781841497130.0,Kelley Armstrong,2010,The Reckoning,eng,4.21,92922,1256,3395,15949,29157,47052,https://images.gr-assets.com/books/1327154591m/6468666.jpg,Between 4-5
11869272,59,9781400067560.0,Katherine Boo,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",eng,3.97,69596,1447,4028,15165,30994,25444,https://images.gr-assets.com/books/1315601232m/11869272.jpg,Between 3-4
152380,162,9780152058100.0,"P.L. Travers, Mary Shepard",1934,Mary Poppins,eng,4.05,82706,1382,4493,18678,27207,35844,https://images.gr-assets.com/books/1327947805m/152380.jpg,Between 4-5
887877,48,9780553804680.0,Scott Lynch,2007,Red Seas Under Red Skies,eng,4.23,68255,432,1714,10685,31914,33858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
139253,67,9780679734770.0,Sandra Cisneros,1984,The House on Mango Street,eng,3.57,81579,4086,9341,25470,28936,18950,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
1971304,72,9780670018700.0,David Benioff,2008,City of Thieves,eng,4.28,68063,458,1566,9324,31105,35462,https://images.gr-assets.com/books/1392015757m/1971304.jpg,Between 4-5
1421990,56,9780061245080.0,Jeaniene Frost,2007,Halfway to the Grave,eng,4.18,106608,2461,4690,16805,35199,54455,https://images.gr-assets.com/books/1373855613m/1421990.jpg,Between 4-5
31456,116,9780141318300.0,Roald Dahl,1980,The Twits,eng,3.94,82458,1264,5201,22531,29859,31479,https://images.gr-assets.com/books/1406090629m/31456.jpg,Between 3-4
334643,66,9780060278250.0,Garth Nix,2003,Abhorsen,eng,4.29,80740,1355,2076,10963,28715,44221,https://images.gr-assets.com/books/1401683669m/334643.jpg,Between 4-5
10611,142,9780751504580.0,Stephen King,1987,Eyes of the Dragon,eng,3.92,72714,1238,4959,19595,28784,27073,https://images.gr-assets.com/books/1430121758m/10611.jpg,Between 3-4
112,116,9780441104020.0,Frank Herbert,1976,Children of Dune,eng,3.9,74133,861,4425,20138,30723,23589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
8855321,55,9781841499890.0,James S.A. Corey,2011,Leviathan Wakes,eng,4.2,68416,638,2046,11177,35570,33474,https://images.gr-assets.com/books/1411013134m/8855321.jpg,Between 4-5
18006496,36,9781619636040.0,Sarah J. Maas,2015,Queen of Shadows,eng,4.6,99067,830,1492,6544,24703,81285,https://images.gr-assets.com/books/1441230104m/18006496.jpg,Between 4-5
15197,25,9780679729780.0,Art Spiegelman,1991,Maus II : And Here My Troubles Began ,eng,4.41,90147,1337,1827,8751,25772,53582,https://images.gr-assets.com/books/1327887479m/15197.jpg,Between 4-5
310258,54,9780140501830.0,Ezra Jack Keats,1962,The Snowy Day,eng,4.13,81914,1758,4170,15058,22324,39390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
40331,45,9780747267640.0,Janet Evanovich,2003,To the Nines,eng,4.16,86963,247,1811,17809,36430,37115,https://images.gr-assets.com/books/1169433446m/40331.jpg,Between 4-5
12987977,40,9780312554190.0,Emily Giffin,2012,Where We Belong,eng,3.86,68224,974,3650,19479,29787,19758,https://images.gr-assets.com/books/1340320747m/12987977.jpg,Between 3-4
16213,67,9780385495230.0,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1,72207,865,2675,14163,29413,29499,https://images.gr-assets.com/books/1413747743m/16213.jpg,Between 4-5
9557,124,9780099448470.0,Haruki Murakami,1999,スプートニクの恋人 [Supūtoniku no Koibito],eng,3.82,62229,657,4218,21129,31826,17635,https://images.gr-assets.com/books/1486764070m/9557.jpg,Between 3-4
17465453,72,9780670024860.0,Elizabeth Gilbert,2012,The Signature of All Things,eng,3.81,61135,2242,5439,16022,26347,20325,https://images.gr-assets.com/books/1364277893m/17465453.jpg,Between 3-4
8600,38,9781592402040.0,Lynne Truss,2003,"Eats, Shoots and Leaves",eng,3.86,79117,1519,5028,21237,32009,24339,https://images.gr-assets.com/books/1473392595m/8600.jpg,Between 3-4
30264,56,9780060572970.0,Kim Harrison,2004,Dead Witch Walking,eng,4.04,91390,2671,5133,18380,30713,40200,https://images.gr-assets.com/books/1391713381m/30264.jpg,Between 4-5
2832909,53,9780752898480.0,Diana Gabaldon,2009,An Echo in the Bone,eng,4.42,68854,426,1486,8981,25413,49189,https://images.gr-assets.com/books/1370918297m/2832909.jpg,Between 4-5
7488244,41,9780061996160.0,Cynthia Hand,2011,Unearthly,eng,4.06,99942,2808,5060,18333,34714,43108,https://images.gr-assets.com/books/1324782984m/7488244.jpg,Between 4-5
13888,53,9780812577560.0,Robert Jordan,2005,Knife of Dreams,eng,4.12,71379,1036,3002,13517,28076,31805,https://images.gr-assets.com/books/1397856387m/13888.jpg,Between 4-5
13083,59,9780440421700.0,Carl Hiaasen,2002,Hoot,eng,3.81,75275,1487,5482,23106,29621,22690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
13503109,56,9781594487360.0,Junot Díaz,2012,This is How You Lose Her,eng,3.75,66720,2222,5928,18086,27736,18309,https://images.gr-assets.com/books/1342596676m/13503109.jpg,Between 3-4
17803,127,9780307265840.0,Haruki Murakami,2004,アフターダーク [Afutā dāku],eng,3.68,64278,926,5833,24947,30379,14607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
227265,43,9780553375400.0,Daniel Quinn,1992,Ishmael: An Adventure of the Mind and Spirit,eng,3.97,63304,2488,4505,11881,20450,26644,https://images.gr-assets.com/books/1388180479m/227265.jpg,Between 3-4
6584188,48,9781416995560.0,Jenny Han,2010,It's Not Summer Without You,eng,4.14,80367,1171,3813,15170,26207,38505,https://images.gr-assets.com/books/1479864019m/6584188.jpg,Between 4-5
10194514,52,9780373210500.0,Katie McGarry,2012,Pushing the Limits,eng,4.08,93818,2464,4565,17592,33721,42130,https://images.gr-assets.com/books/1322770025m/10194514.jpg,Between 4-5
111450,103,9780439321620.0,J.K. Rowling,2001,Quidditch Through the Ages,eng,3.85,90908,1367,8104,29884,32041,34692,https://images.gr-assets.com/books/1369689506m/111450.jpg,Between 3-4
147732,19,9780395401460.0,"Harry Allard, James  Marshall",1977,Miss Nelson Is Missing!,eng,4.26,77206,840,2512,12582,21038,40501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
9014,109,9780451196710.0,Stephen King,1979,The Long Walk,eng,4.11,71775,813,3338,14937,28192,32656,https://images.gr-assets.com/books/1309212400m/9014.jpg,Between 4-5
172327,66,9780060566210.0,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,eng,4.01,90071,890,4245,22224,35182,34165,https://images.gr-assets.com/books/1352066916m/172327.jpg,Between 4-5
12930,56,9780385732540.0,Lois Lowry,2004,Messenger ,eng,3.9,79746,737,4513,22960,35888,25197,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
42898,52,9780451412360.0,J.R. Ward,2007,Lover Revealed,eng,4.3,97830,622,2703,14865,33783,54498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
5413,22,9780385516490.0,Stephen King,2005,'Salem's Lot The Illustrated Edition,eng,4.25,72797,460,1854,12040,24920,35451,https://images.gr-assets.com/books/1320478491m/5413.jpg,Between 4-5
83369,44,9780316057780.0,"Trenton Lee Stewart, Carson Ellis",2007,The Mysterious Benedict Society,eng,4.14,87335,1236,3820,16158,32050,40231,https://images.gr-assets.com/books/1342715444m/83369.jpg,Between 4-5
43369,83,9780446579800.0,Christopher Hitchens,2007,God is Not Great: How Religion Poisons Everything,eng,3.96,64347,2982,3856,12657,24274,26179,https://images.gr-assets.com/books/1411218313m/43369.jpg,Between 3-4
17029526,42,9781301627450.0,Abbi Glines,2013,"Never Too Far (Too Far, #2)",eng,4.21,97616,1356,3842,15546,33228,49086,https://images.gr-assets.com/books/1356822956m/17029526.jpg,Between 4-5
15860,97,9780061015730.0,Michael Crichton,2004,State of Fear,eng,3.69,65397,2603,6100,19559,24269,17769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
10798416,59,9780316122380.0,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,eng,3.8,89356,2569,7379,25452,32106,28350,https://images.gr-assets.com/books/1337187623m/10798416.jpg,Between 3-4
59263,80,9780786836540.0,Jonathan Stroud,2004,The Golem's Eye,eng,4.09,69058,1500,2678,13194,27306,29899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
9566,40,9781842430220.0,Tom Robbins,1980,Still Life with Woodpecker,eng,4.04,56802,960,2789,11834,23239,22689,https://images.gr-assets.com/books/1308749778m/9566.jpg,Between 4-5
49465,43,9780156031660.0,Jenna Blum,2004,Those Who Save Us,eng,4.12,68480,765,2223,12264,30513,27803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
1110,104,9780385340540.0,John Grisham,2005,The Broker,eng,3.77,65428,893,4463,21542,25960,16965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
8235178,56,9781595143980.0,Beth Revis,2011,Across the Universe,eng,3.78,94176,3870,8338,24592,33481,30467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
347852,94,9780671250680.0,M. Scott Peck,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",eng,4.03,61238,1319,3294,13426,22757,25945,https://images.gr-assets.com/books/1322673263m/347852.jpg,Between 4-5
99383,40,9780451459880.0,Jim Butcher,2004,Blood Rites,eng,4.33,79627,133,765,10036,34916,40525,https://images.gr-assets.com/books/1345557965m/99383.jpg,Between 4-5
297249,56,9780807508530.0,"Gertrude Chandler Warner, L. Kate Deal",1942,The Boxcar Children,eng,4.09,92916,2080,4487,18904,27979,42493,https://images.gr-assets.com/books/1173489650m/297249.jpg,Between 4-5
16171291,65,9780143123230.0,A.S.A. Harrison,2013,The Silent Wife,eng,3.3,60323,2753,10948,28278,22276,7914,https://images.gr-assets.com/books/1356094989m/16171291.jpg,Between 3-4
10600242,56,9780091940740.0,Caitlin Moran,2011,How to Be a Woman,eng,3.73,70446,3890,7041,18498,26706,22893,https://images.gr-assets.com/books/1405909800m/10600242.jpg,Between 3-4
9439303,56,9780297854400.0,Keith Richards,2010,Life,eng,3.84,60409,2452,4587,14539,23848,20545,https://images.gr-assets.com/books/1327960451m/9439303.jpg,Between 3-4
